plcyNo,title,embedding_text
20241028005400200007,"2024 용산구 청년 우수기업 탐방 프로그램 참여자 모집(트웰브랩스, 일시. 6. (수) 14-16시).","2024 용산구 청년 우수기업 탐방 프로그램 참여자 모집(트웰브랩스, 일시. 6. (수) 14-16시) 정책은 서울특별시 용산구가 시행하고 용산구청 일자리정책담당관이 주관합니다. 정책 분야는 교육 및 미래역량강화, 온라인교육으로 분류됩니다. 이 정책은 트웰브랩스와 함께하는 용산구 우수기업 탐방 참여자 모집 내용을 주로 다룹니다. 주요 지원 내용은 ▢ 일 시. 11. (수) 14. 00∼16. 00 ▢ 탐방기업. 트웰브랩스(용산구 이태원로27길 39-11, B동 1층) AI ML Researcher, 마케팅 PM 분야 직무특강 ▢ 내 용. 회사 및 직무소개, 직무특강 등입니다. 지원 연령 조건은 만 19세부터 39세까지입니다. 소득 조건은 없습니다. 지원 대상 지역은 용산구입니다. 신청은 네이버폼 링크 신청 (https://form. naver. com/response/38FBYhOkwMVgHwfZkF3HMA) 절차를 따릅니다. 선정은 선정안내. 11. (금) 문자 개별 통보 방식으로 이루어집니다. 신청 기간은 20241017부터 20241031입니다."
20241025005400200011,[전액지원] 자바 기반 개발자 입문 브릿지과정.,"[전액지원] 자바 기반 개발자 입문 브릿지과정 정책은 서울특별시 서초구가 시행하고 서초여성인력개발센터가 주관합니다. 이 정책의 주요 키워드는 장기미취업청년,교육지원입니다. 정책 분야는 교육, 일자리 및 미래역량강화, 취업으로 분류됩니다. 이 정책은 IT 비전공자도 IT개발자로 취업 가능! 교육받고 스펙 쌓아서 취업하고 싶은 청년 여성은 여기로부터! 개발자로 취업, 전직하기 위한 자바 기반 기초 교육과정 이론과 실무를 한번에, 자바 기초교육부터 정보처리기능사 자격증까지 한번에 내용을 주로 다룹니다. 주요 지원 내용은 ■ 교육내용 자바언어를 사용한 프로그래밍 기초 소프트웨어공학이론 습득 국가자격증정보처리기능사 자격증 취득 대비 교육 ■ 교육일정 24. 10. 28부터 24. 12. 12. (, 10. 00부터 17. 00) ■ 수강료 교육비 전액 지원 자기부담금 10만원 (수료 시 5만원, 연계과정 수강시 5만원 환급) ■ 참여혜택 교통비 및 식비 최대 34만원 지원(한달 중 80%이상 출석시) 정보처리기능사 자격증 시험 접수비 지원 교육 이후 심화교육 연계 및 심화교육 수료 후 취업지원서비스 ■ 교육장소 양재역 7번 서초여성인력개발센터 서울특별시 서초구 강남대로 216 양재플라자 3층입니다. 소득 조건은 없습니다. 지원 대상 지역은 서초구입니다. 신청은 서초여성인력개발센터 홈페이지 교육과정 수강신청하기 2. 구직인증번호 이메일(womez55@hanmail. net)으로 보내기 구직인증번호. 워크넷(www. work. go. kr)에 구직신청시 조회 가능 서류전형 및 면접전형을 통한 선발 절차를 따릅니다. 선정은 서류심사(서류전형)를 통한 면접대상자 선발 2. 면접 진행(면접전형) 후 적격여부 검토하여 최종 선발 방식으로 이루어집니다. 신청 기간은 20241008부터 20241028입니다."
20241025005400200013,장애인 평생학습 매니저 양성 과정.,"장애인 평생학습 매니저 양성 과정 정책은 서울특별시 강북구가 시행하고 강북구청이 주관합니다. 정책 분야는 교육, 일자리 및 미래역량강화, 취업으로 분류됩니다. 이 정책은 장애인 평생학습 매니저 양성 과정 내용을 주로 다룹니다. 주요 지원 내용은 프로그램. 장애인 평생학습 매니저 양성 과정 일시. 11/7부터 12/11 / 수,목 / 14. 00부터 17. 00 장소. 강북구 평생학습관 ■ 강의목적 장애인 평생학습 지원을 위한 평생 교육 이해와 학습 상담 장애인과 비장애인이 함계 할 수 있는 보편적 학습 설계 이해 ■ 준비물 필기도구입니다. 소득 조건은 없습니다. 지원 대상 지역은 강북구입니다. 신청 기간은 20241007부터 20241106입니다."
20241025005400200015,2024년 플랫폼종사자 고용보험료 지원사업(2차).,"2024년 플랫폼종사자 고용보험료 지원사업(2차) 정책은 서울특별시 도봉구가 시행하고 도봉구청이 주관합니다. 정책 분야는 복지문화 및 문화활동으로 분류됩니다. 이 정책은 사회보험 사각지대에 있던 플랫폼종사자에 대한 고용보험 가입 의무화에 따라 고용보험 가입 장려 및 사회안전망 강화를 도모하고자 2024년 플랫폼종사자 고용보험료 지원사업을 다음과 같이 시행합니다. 주요 지원 내용은 ’23년 10월부터 ’24년 9월 기간 중 플랫폼종사자가 납부한 고용보험료의 50% (월 최대 15,000원, 12개월분 지원) 두루누리 지원 받고 있는 경우, 두루누리 지원금 제외한 실 부담액의 50% 지원입니다. 소득 조건은 없습니다. 지원 대상 지역은 도봉구입니다. 신청은 방 문. 도봉구청 6층 지역경제과 이메일. start1207@dobong. go. kr 절차를 따릅니다. 신청 기간은 20241101부터 20241130입니다."
20241025005400200012,2024년 하반기 진로인성 멘토링 참여자 모집(부터 11/22).,"2024년 하반기 진로인성 멘토링 참여자 모집(부터 11/22) 정책은 서울특별시가 시행하고 서울시자원봉사센터가 주관합니다. 정책 분야는 교육, 일자리 및 미래역량강화, 취업으로 분류됩니다. 이 정책은 대학생활을 통해 얻은 나의 값진 경험을 동생들에게 나눌 진로인성 멘토링 참여자를 모집합니다! 학창시절 겪었던 나의 고민들을 바탕으로 초중생의 미래 설계에 도움을 주고 싶은 청년(만 19세부터 34세)이라면 누구나 참여 가능합니다. 주요 지원 내용은 ■ 활동내용 ① 진로인성 멘토링 교육 과정 이수 (과정 중 택 1, 중복 이수 가능) ② 초중생 대상 진로인성 멘토링 봉사활동 진행 (추후 희망 일자 선택 가능) ■ 활동혜택 ① 봉사시간 인정 ② 진로인성 멘토링 과정 수료증 발급 및 우수 활동자 시상입니다. 지원 연령 조건은 만 19세부터 34세까지입니다. 소득 조건은 없습니다. 신청은 ① 서울동행 홈페이지 공지사항 내 붙임 파일(세부 교육 일정 및 내용) 확인 ② 구글폼 제출 https://forms. gle/QGgGG1Rvjn6D4s6k7 절차를 따릅니다. 선정은 결과안내. 지원 시 작성한 휴대폰 번호로 개별 문자 안내 방식으로 이루어집니다. 신청 기간은 20241011부터 20241122입니다."
20241025005400200010,[스타아카데미3] 프로 N잡러로 갓생살기.,"[스타아카데미3] 프로 N잡러로 갓생살기 정책은 서울특별시 도봉구가 시행하고 도봉구 청년창업센터가 주관합니다. 정책 분야는 교육, 일자리 및 미래역량강화, 취업으로 분류됩니다. 이 정책은 도봉구 청년창업센터에서 AI/미디어 콘텐츠 (예비) 창업자들이 역량강화 교육을 통해 콘텐츠 크리에이터 산업의 스타로 거듭날 수 있도록 ‘도봉 스타아카데미’를 진행합니다. 도봉구 청년창업센터와 함께 시장 상황에 맞는 비즈니스 모델을 개발하여 전문성을 쌓고자 하는 열정적인 청년들의 많은 관심과 지원 바랍니다. 주요 지원 내용은 교육장소. 도봉구 청년창업센터 교육실 (주소) 서울시 도봉구 마들로13길 61, 씨드큐브 창동 오피스C동 4층 교육비. 무료 수료생 혜택 80% 이상 수료 시 수료증 발급입니다. 지원 연령 조건은 만 19세부터 45세까지입니다. 소득 조건은 없습니다. 지원 대상 지역은 도봉구입니다. 신청은 신청방법. 온라인 신청(구글폼 bit. ly/4eXMJ) 도봉구민에 한해 제출서류 이메일 제출 제출처 이메일. dobongstartup@gmail. com 절차를 따릅니다. 선정은 최종 참여자 발표. 11. 01(금) 개별 통보 방식으로 이루어집니다. 제출 서류는 [도봉구 주민에 한함] 주민등록등본 1부과 같습니다. 신청 기간은 20241011부터 20241030입니다."
20241025005400200009,11월 커리어클래스 외국계 기업 면접 가이드.,"11월 커리어클래스 외국계 기업 면접 가이드 정책은 서울특별시 노원구가 시행하고 노원구 청년일자리센터 청년내일이 주관합니다. 정책 분야는 교육, 일자리 및 미래역량강화, 취업으로 분류됩니다. 이 정책은 외국계 기업 취업을 위한 면접 스크립트 만들어보기 ❗ 외국계 기업의 면접은 어떻게 준비를 해야하는지 궁금하셨던 청년분들! 3회차 동안 확실히 배워봐요. 주요 지원 내용은 JD 분석으로 HR&실무진 면접 파악해보기 11월 7일(목) JD 분석방법 한국인 HR&실무진 면접 대비 전략 면접 대표 질문 5가지 답변 구성 & 보완 방법 알아보기 2. 직무&임원진 면접 대비하기 11월 14일(목) JD에서 키워드를 가져오는 방법 직무 역량 검증을 위한 영어 면접 대비법 외국인 임원과의 면접을 위한 질문 리스트업 3. 모의 면접으로 나만의 면접 스크립트 만들기 11월 21일(목) 개별 직무 맞춤 모의 면접 및 피드백 진행 시간. 00 - 21. 00 진행 장소. 노원구 청년일자리센터 청년내일입니다. 소득 조건은 없습니다. 지원 대상 지역은 노원구입니다. 신청 기간은 20241015부터 20241030입니다."
20241025005400200008,"2024년 하반기 서초청년창업대학(특별강연, 창업교육) 참가자 모집.","2024년 하반기 서초청년창업대학(특별강연, 창업교육) 참가자 모집 정책은 서울특별시 서초구가 시행하고 서초창업스테이션이 주관합니다. 정책 분야는 교육, 일자리 및 미래역량강화, 취업으로 분류됩니다. 이 정책은 서초창업스테이션과 서초청년센터에서는 취업과 창업 두 마리의 토끼를 모두 잡고 싶은 청년대학생들을 위한 올인원 패키지 프로그램 [하반기 서초청년창업대학]을 준비했습니다! HR 테크기업 ‘원티드랩’과 전문 투자 액셀러레이터(AC) ‘씨엔티테크’ CEO와의 특별 강연과 탄탄한 커리큘럼으로 구성한 온라인 창업 기본교육 5강좌를 수강할 수 있는 특별한 기회 관심 있는 청년들의 많은 신청 부탁드립니다(つ?▽?)つ 내용을 주로 다룹니다. 주요 지원 내용은 세부 프로그램 안내 ■ 스타트업 CEO 특별 강연. 대한민국 청년이 마주한 취창업의 미래 서초청년센터 2층 (1차) 10. 28. (화) 18. 30부터 20. 30, 원티드랩 이복기 대표 [HR테크기업 원티드랩이 바라본 미래 청년 일자리] (2차) 10. 30. (목) 18. 30부터 20. 30, 씨엔티테크 전화성 대표 [투자 전문 액셀러레이터(AC)가 바라본 미래 기술과 산업] ■ 온라인 창업 기본교육(11월 05일부터 11월 21일 매주 화/목 운영) 1주차(11/05, 화, 18. 30부터 20. 30). OT 및 1차 강의 ""창업의 이해와 디자인 씽킹"" 2주차(11/07, 목, 18. 30부터 20. 30). 2차 강의 ""비즈니스 모델과 수익 모델의 기초"" 3주차(11/12, 화, 18. 30부터 20. 30). 3차 강의 ""사업 계획서 작성 및 피칭의 기본기"" 4주차(11/14, 목, 18. 30부터 20. 30). 4차 강의 ""마케팅 및 브랜딩의 시작"" 5주차(11/19, 화, 18. 30부터 20. 30). 5차 강의 ""정부 창업지원사업의 이해“ 수료식(11/21, 목, 18. 30부터 19. 30). 수료식 진행(기념품 제공) 서초창업스테이션(홀) 창업 교육은 온라인, 수료식만 오프라인 현장으로 진행됨 참여 혜택 ■ 스타트업 CEO 특별 강연 및 온라인 창업 교육 과정 무료 참여 ■ 온라인 창업 기본교육 과정 ‘80%’ 이상 참여자 수료증 발급 및 기념품 제공 ■ 서초창업스테이션 및 서초청년센터 프로그램 참여 시 우대 적용 등입니다. 지원 연령 조건은 만 19세부터 39세까지입니다. 소득 조건은 없습니다. 지원 대상 지역은 서초구입니다. 신청은 구글 폼 신청서 작성 및 제출 절차를 따릅니다. 선정은 ■ 선정결과. 2024년 10. (수) 1차 개별 안내 이후, 프로그램 일정에 따른 수시 안내 방식으로 이루어집니다. 신청 기간은 20241004부터 20241029입니다."
20241021005400200018,2024년 서울 마포구 가을철 반려동물 광견병 예방접종 실시.,"2024년 서울 마포구 가을철 반려동물 광견병 예방접종 실시 정책은 서울특별시 마포구가 시행하고 마포구청 경제진흥과가 주관합니다. 정책 분야는 복지문화 및 예술인지원으로 분류됩니다. 이 정책은 가을철 광견병 예방을 위한 광견병 예방접종을 할인 가격에 실시 내용을 주로 다룹니다. 주요 지원 내용은 접종기간. 10. (수)부터 10. (목) 접종두수. 접종기간 중 선착순(총 1,300두) 접종장소. 관내 동물병원 39개소 (공지 페이지 첨부문서 참조) 미참여 동물병원. ① 동물사랑동물병원 ② 웨스턴동물의료센터 ③ 삼색이동물병원 ④ 서울동물복지지원센터 접종대상. 생후 3개월 이상의 개, 고양이 (단, 개는 동물등록이 완료된 개체에 한함) 접종비용. 1마리당 10,000원(시술료 소유주 부담, 약품은 구청 지원)입니다. 소득 조건은 없습니다. 지원 대상 지역은 마포구입니다. 신청은 지정 동물병원 방문(구청 홈페이지 참조) 절차를 따릅니다. 신청 기간은 20241016부터 20241031입니다."
20241021005400200022,2024년 서울시 근육장애인 호흡기 임대료 지원사업.,"2024년 서울시 근육장애인 호흡기 임대료 지원사업 정책은 서울특별시가 시행하고 한국근육장애인협회가 주관합니다. 이 정책의 주요 키워드는 공공임대주택입니다. 정책 분야는 복지문화 및 예술인지원으로 분류됩니다. 이 정책은 서울시에 거주중인 근육장애인의 인공호흡기 임대료 부담 경감 내용을 주로 다룹니다. 주요 지원 내용은 1인당 최대 30만원 ( 지급예정일 2024년 12월 중순)입니다. 소득 조건은 없습니다. 신청은 신청방법. 온라인, 방문신청 또는 우편신청 가. 온라인. 서울복지포털에 신청파일 업로드 인터넷 주소. wis. seoul. go. kr 나. 방문신청. 사단법인 한국근육장애인협회 사무국으로 방문하여 서류접수 주소. 서울시 광진구 광나루로56길 85 테크노마트 27층 18호 다. 우편신청. 신청서류를 우편으로 발송(2024년 11월 15일 도착분까지) 주소. 서울시 광진구 광나루로56길 85 테크노마트 27층 18호 절차를 따릅니다. 제출 서류는 1) 지원신청서 2) 개인정보 수집 이용 및 제공 동의서 3) 대리신청인의 신분 및 관계를 확인할 수 있는 서류 주민등록증, 가족관계증명서 등 4) 근육장애인 상병코드 혹은 상병명 확인 가능한 진단서 혹은 처방전 국민건강보험 인공호흡기 의료비 신청시 제출한 자료(유효기간이 있는 경우, 유효기간이내) 5) 국민건강보험공단 현금급여 지급내역 출력본(24. 1. 1. 이후) 국민건강보험 민원여기요 개인민원 보험급여 현금급여 지급내역 조회/신고 14세 미만 자녀의 경우 건강보험에 함께 등재된 부모의 개인인증 후 열람가능 6) 건강보험가입자 자격확인서 국민건강보험 민원여기요 개인민원 증명서 발급/확인 자격확인서 7) 장애인증명서 - 정부24 8) 신청인의 주민등록등본 – 정부24 발행일로부터 3개월 이내 9) 본인 명의 통장사본 - 해당은행 모바일 어플 혹은 인터넷 출력 단, 미성년자 및 불가피한 사유로 통장 발급이 어려운 경우 등본상 확인 가능한 직계가족 명의의 통장 가능, 가족관계증명서 추가 제출 10) 신청인의 가족관계증명서(해당자에 한함) - 정부24 모든 제출서류의 주민등록번호 뒷자리는 미표시해주시기 바랍니다. (생년월일만 수집)과 같습니다. 신청 기간은 20241007부터 20241115입니다."
20241018005400200029,서울시 장애인 전동보장구 수리비 지원.,"서울시 장애인 전동보장구 수리비 지원 정책은 서울특별시가 시행하고 서울특별시 복지실 복지기획관 장애인복지과가 주관합니다. 정책 분야는 참여권리 및 정책인프라구축, 청년참여로 분류됩니다. 이 정책은 저소득층에 전동보장구(수동휠체어, 전동휠체어, 전동스쿠터 등) 수리비를 지원하여, 안심 이동권 확대 및 경제적 부담 완화로 장애인 복지서비스 강화 내용을 주로 다룹니다. 주요 지원 내용은 지원대상. 서울시 거주 등록 장애인 중 전동보장구 등(수동휠체어, 전동휠체어, 전동스쿠터) 이용 장애인 소득기준. 기준중위소득 50%이하 등록장애인 지원내용. 1인당 연10만원 시비지원 25개 자치구의 전동보장구 수리비 지원사업과 연계하여 보충적 지원입니다. 소득 조건은 없습니다. 신청은 방문신청(해당 읍면동 주민센터 방문) 절차를 따릅니다."
20241018005400200027,서울시 희망온돌 위기긴급지원기금.,"서울시 희망온돌 위기긴급지원기금 정책은 서울특별시가 시행하고 서울시사회복지관협회가 주관합니다. 정책 분야는 복지문화 및 예술인지원으로 분류됩니다. 이 정책은 갑작스런 위기로 생활이 어렵지만 법적기준에 맞지 않아 지원을 받지 못하는 취약계층이 위기를 벗어날 수 있도록 지원 내용을 주로 다룹니다. 주요 지원 내용은 지원내용. 1가구 1항목 100만원 이하 의료비의 경우 1인당 100만원, 3인까지 최대 300만원 지원 지원항목 생계비. 현금, 쌀, 부식재료, 생필품, 도시락 지원 주거비. 고시원, 월세, 관리비 / 냉난방비(가스비, 난방유, 전기료, 냉난방용품 구입) / 가전제품(전기밥솥, 냉장고, 전자레인지만 구매가능, 다만, 가전제품 구매금액이 30만원을 초과할 수 없음) 기타긴급. 집수리 비용 및 생계, 주거, 의료비 이외 기타 의료비. 치료비, 약값, 진단비(다인가구 경우 세대원별 3인까지 가능하며, 1인 최대 100만원씩 3인 300만원까지 가능) 지원기관. 희망온돌 거점기관(종합복지관, 지역협의체, 노인복지관, 장애인복지관, 주거복지센터, 쪽방상담소, 사회복지공동모금회 나눔네트워크 등, 관련정보 홈페이지 참조 필수)입니다. 소득 조건은 없습니다. 신청은 방문 또는 전화(거주지 지역복지관 또는 동주민센터) 절차를 따릅니다. 선정은 대상자 발굴(동주민센터, 거점기관) ⇒ 소득 조회(동주민센터) ⇒사례회의 및 지원결정(동주민센터,거점기관)⇒ 지원(동주민센터 거점기관) ⇒	모니터링 및 사후관리[거점기관(동주민센터)] 방식으로 이루어집니다."
20241018005400200025,2024년 서울시 은평구민 자전거 보험.,"2024년 서울시 은평구민 자전거 보험 정책은 서울특별시 은평구가 시행하고 은평구청 교통행정과가 주관합니다. 정책 분야는 복지문화 및 예술인지원으로 분류됩니다. 이 정책은 서울시 은평구민 전체 자전거 보험 자동 가입 안내 및 보장 범위, 절차 안내 내용을 주로 다룹니다. 주요 지원 내용은 보장기간. 3. 부터 2025. 28. 청구기간. 보장기간 중 발생한 사고에 대하여 사고일로부터 3년 이내 피보험자. 보장기간 내 은평구에 주민등록된 구민 누구나(등록외국인 포함) 가입절차. 은평구민 전체 자동가입(별도 가입 절차 및 보험료 부담 없음. ) 보장범위. 자전거 직접 운전(탑승) 중 일어난 사고, 도로 통행(보행) 중 자전거로부터 입은 급격하고도 우연한 외래의 사고 보장항목. 입원위로금, 진단위로금, 후유장해, 사망, 변호사선임비, 벌금, 교통사고처리지원금 보상절차 자전거 사고 발생 (은평구민) ▶ 전화 문의 (☎ 1899-7751) ▶ 보험금 신청 (신청 서류 및 증빙서류 제출) ▶ 보험사 심사 후 보상 처리입니다. 소득 조건은 없습니다. 지원 대상 지역은 은평구입니다. 신청은 가입 절차. 은평구민 전체 자동가입(별도 가입 절차 및 보험료 부담 없음) 보상 절차. 보험사 전화문의(1899-7751) - 보험금신청(신청서 및 증빙서류 제출) - 보험사 심사 후 보상처리 서류제출방법. 이메일 제출(a18997751@hanmail. net) 또는 팩스 제출(0505-137-0051) 절차를 따릅니다. 제출 서류는 보험금 청구서, 개인정보수집 및 이용 등 동의서, 주민등록 초본, 신분증 및 통장사본, 진단서, 초진진료차트, 입퇴원확인서 등과 같습니다. 신청 기간은 20240301부터 20250228입니다."
20241018005400200005,2024 서울 마포구 일자리박람회 안내(일시. 23. (수) 10. 00-17. 00).,"2024 서울 마포구 일자리박람회 안내(일시. 23. (수) 10. 00-17. 00) 정책은 서울특별시 마포구가 시행하고 마포구청이 주관합니다. 정책 분야는 일자리 및 재직자로 분류됩니다. 이 정책은 2024 마포 일자리박람회 개최 내용을 주로 다룹니다. 주요 지원 내용은 일시. 10. (수) 10. 00-17. 00 장소. 마포구청 1층 로비 및 광장 주최/주관. 마포구청 행사내용 1. 1 채용면접 부스(15개 기업 참여) 취업지원 부스(이력서 사진촬영, 취업상담 등) 취업특강 - 취업의 신 황인이 알려주는 취업에서 100% 성공하는 법입니다. 소득 조건은 없습니다. 지원 대상 지역은 마포구입니다. 신청은 부스참여. 구직자 현장 등록(박람회 운영사무국 접수) 취업특강. 사전신청 링크 통해 신청서 제출 절차를 따릅니다. 신청 기간은 20241010부터 20241023입니다."
20241016005400200008,서울 노원구가족센터 다문화 통번역서비스 지원.,"서울 노원구가족센터 다문화 통번역서비스 지원 정책은 서울특별시 노원구가 시행하고 노원구가족센터가 주관합니다. 정책 분야는 복지문화 및 예술인지원으로 분류됩니다. 이 정책은 노원구가족센터 통번역서비스 상시 지원 내용을 주로 다룹니다. 주요 지원 내용은 지원 대상. 다문화가족, 외국인, 난민 가족 또는 다문화가족, 외국인, 난민가족을 직. 간접적으로 지원하는 개인. 기관 지원 내용. 통역(교육과정, 부부상담, 가족의사소통, 주민센터 및 의료기관 방문 동행통역) 번역(모국서류, 교육 자료, 센터 홍보지, 척도조사지, 가정통신문) 정보제공(자녀양육, 귀화 및 비자 관련, 센터 한국어교육 프로그램 정보 등) 지원 언어. 베트남어, 중국어외 타 언어는 타 센터와 연계하여 서비스 제공 동행 통역 및 번역은 사전 예약 필수입니다. 소득 조건은 없습니다. 지원 대상 지역은 노원구입니다. 신청은 노원구 가족센터 내방(서울시 노원구 동일로 173가길 94 가온빌딩 3층) 전화(중국어 및 기타 언어 070-4613-0641 / 베트남어 070-4613-0642) 이메일(nowon@!familynet. or. kr) 팩스(02-979-3504) 절차를 따릅니다. 신청 기간은 20240101부터 20241231입니다."
20241016005400200006,서울시 외국인주민 및 다문화가족 국제특급우편서비스(EMS) 요금할인 지원사업.,"서울시 외국인주민 및 다문화가족 국제특급우편서비스(EMS) 요금할인 지원사업 정책은 서울특별시가 시행하고 서울시가족센터(다문화거점센터)가 주관합니다. 정책 분야는 복지문화 및 건강으로 분류됩니다. 이 정책은 외국인 주민 및 다문화 가족에 국제우편 10% 요금할인 (Discount on international post service for foreign residents & multicultural families in Seoul) 내용을 주로 다룹니다. 주요 지원 내용은 이용처. 서울시 내 모든 우체국(우편취급국 포함) 운영기간. 9. 부터 2026. 30. 별도 협약 해지의사 없는 한 자동연장 지원내용. 외국인주민 및 다문화가족 국제특급우편(EMS) 발송시 10% 요금 할인 (인터넷 우체국 또는 우체국앱을 이용한 간편사전접수 시 3% 추가할인) 요금 납부 방법. 현금, 신용카드입니다. 소득 조건은 없습니다. 신청은 서울시 내 우체국 방문신청(인터넷, 스마트폰 통해 EMS 스마트접수 가능) 절차를 따릅니다. 제출 서류는 본인신청. 외국인등록증( 외국국적동포의 경우 국내거소신고증) * 국적 취득자의 경우. 주민등록증, 기본증명서, 가족관계증명서 등 대리신청. 외국인 등록증 사본, 대리인 신분증, 가족관계증명서 등 * 대리신청은 EMS 발송인과 외국인 등록증의 당사자가 동일인인 경우에 한하여 인정과 같습니다. 신청 기간은 20240927부터 20260930입니다."
20241016005400200003,서울 마포구 결혼이민자 GTQ 2급 자격증 취득지원 교육.,"서울 마포구 결혼이민자 GTQ 2급 자격증 취득지원 교육 정책은 서울특별시 마포구가 시행하고 마포복지재단, 마포구가족센터가 주관합니다. 이 정책의 주요 키워드는 교육지원입니다. 정책 분야는 교육, 일자리 및 미래역량강화, 취업으로 분류됩니다. 이 정책은 결혼이민자 취업지원 교육의 일환으로 GTQ 2급 자격증 교육 60시간 지원 내용을 주로 다룹니다. 주요 지원 내용은 지원 내용. 취업을 위해 IT 자격증 취득 원하는 결혼이민자 대상 GTQ 2급 자격증 교육 일시. 10/21(월)부터 11/21(목), 매주 월, 화, 수, 목 시간. 오전 10시부터 오후 1시(매일 3시간씩), 총 20회, 총 60시간 장소. 그린컴퓨터아카데미 신촌점 (서울시 마포구 신촌로 104, 2호선 신촌역 6번출구) GTQ 2급 시험 접수일. 10월 23일(화) 10시부터 시험일. 11월 23일(토) 시험장소. 그린컴퓨터 아카데미 신촌점입니다. 소득 조건은 없습니다. 지원 대상 지역은 마포구입니다. 신청은 구글폼 신청(https://forms. gle/zoaE2ey2ihAALtpF8​) 절차를 따릅니다. 신청 기간은 20241014부터 20241021입니다."
20241015005400200005,청년 공익활동가 아카데미 '체인지 파인더' 2기 참여자 모집.,"청년 공익활동가 아카데미 '체인지 파인더' 2기 참여자 모집 정책은 서울특별시가 시행하고 서울시공익활동지원센터가 주관합니다. 정책 분야는 교육, 일자리 및 미래역량강화, 취업으로 분류됩니다. 이 정책은 체인지 파인더 아카데미에서는 사회적 가치를 실현하는 일을 하고 싶은 청년들이 모여 다양한 공익활동 분야를 알아보고, 해결하고 싶은 사회 문제를 동료들과 함께 고민해봅니다. 주요 지원 내용은 교육기간. 10/31(목)부터 11/21(목), 4주 교육장소. 서울시공익활동지원센터 교육내용. 공익활동 풀어가기(문제해결 방식) 공익활동 만들기(의제별 캠페인 기획) 공익활동 풀어가기. 공익활동 단체들의 문제해결 방식 알아보기 ”기후위기 대응의 파도를 만드는 청년들” 기후변화청년모임 빅웨이브 ”무업기간에도 안전할 수 있다면” 니트생활자 ”청년들의 존엄한 자립을 지원합니다” 십시일방 ”더 나은 세상을 만드는 일잘러가 되고 싶다면!” 루트임팩트 임팩트커리어 공익활동 만들기. 함께 해결해 보고 싶은 사회 문제를 캠페인으로 기획해보기 비슷한 관심사의 동료들과 네트워킹하기입니다. 지원 연령 조건은 만 19세부터 39세까지입니다. 소득 조건은 없습니다. 선정은 대상자 발표. 10/25(금) *개별 발표 방식으로 이루어집니다. 신청 기간은 20241014부터 20241023입니다."
20241015005400200001,2024 창업취약분야 무료 컨설팅(강동구청년해냄센터).,2024 창업취약분야 무료 컨설팅(강동구청년해냄센터) 정책은 서울특별시 강동구가 시행하고 강동구청이 주관합니다. 정책 분야는 일자리 및 재직자로 분류됩니다. 이 정책은 연중 상시 무료 창업 멘토링 내용을 주로 다룹니다. 주요 지원 내용은 지원내용. 1 창업 상담 및 멘토링 상담분야 창업준비 / 경영일반 / 마케팅 / 영업/ 자금투자 / 세무회계 / 사업계획 구체화 상담시간. 월-금 14. 00부터 15. 00 / 15. 30부터 16. 30 (멘토링은 1시간 내외 진행) 상담방법 오프라인. 강동구 청년해냄센터 방문 온라인. ZOOM 링크 접속 신청대상. 예비 창업자 및 기창업자(지역 및 연령 무관) 비용. 무료입니다. 소득 조건은 없습니다. 지원 대상 지역은 강동구입니다. 신청은 강동구 청년해냄센터 홈페이지 접속 - 취약분야 상시 컨설팅 신청서 작성(신청 멘토링 날짜 1일 전 마감 / 승인 문자 발송) 절차를 따릅니다.
20241011005400200011,"서울 서대문구 장애인, 임산부, 생후 1년 영아 양육자 대상 책배달 서비스.","서울 서대문구 장애인, 임산부, 생후 1년 영아 양육자 대상 책배달 서비스 정책은 서울특별시 서대문구가 시행하고 서울시서대문구립도서관이 주관합니다. 정책 분야는 복지문화 및 건강으로 분류됩니다. 이 정책은 도서관 방문이 어려운 장애인, 임산부, 생후 1년 영아 보호자에 도서관 책배달 서비스 지원, 지식정보 접근 격차 해소 내용을 주로 다룹니다. 주요 지원 내용은 도서관 방문이 어려운 장애인, 임산부, 생후 1년 영아 보호자에게 지식정보 접근 격차 해소를 위해 책꾸러미 또는 원하시는 도서를 무료로 집으로 배달해 드리는 도서 대출 서비스입니다. 소득 조건은 없습니다. 지원 대상 지역은 서대문구입니다. 신청은 온라인 신청 최초 이용 시 자격여부 확인 및 신청서 작성을 위해 서대문구립도서관(이진아, 새롬, 도담) 1회 방문 필수 서대문구립도서관 홈페이지. https://lib. sdm. or. kr 로그인 후 도서관서비스재택서비스서대문 책이요신청에서 원하는 일자 선택하여 신청 절차를 따릅니다. 제출 서류는 보건복지부 등록 장애인. 장애인복지카드 / 장애인증명서 국가보훈처 등록 국가유공상이자. 국가유공자증 / 특수임무유공자증 / 보훈보상대상자증 / 지원대상자확인원 국민건강보험공단 인정 장기요양대상자. 장기요양인정서과 같습니다."
