_id,plcyNo,plcyNm,plcyKywdNm,plcyExplnCn,clsfNm,plcySprtCn,sprvsnInstCdNm,operInstCdNm,sprtTrgtMinAge,sprtTrgtMaxAge,earnMinAmt,earnMaxAmt,earnEtcCn,zipNm,aplyYmd,plcyAplyMthdCn,srngMthdCn,etcMttrCn,addAplyQlfcCndCn,ptcpPrpTrgtCn,aplyUrlAddr,refUrlAddr1,refUrlAddr2,sprtArvlSeqYn,sprtSclCnt,lastMdfcnDt
682d40332cc7e70652e07235,20241105005400200005,관악구 깡충깡충 성장양육지원금.,보조금,"2세, 3세, 4세 영유아에 대한 깡충깡충 성장양육지원금(관악사랑상품권) 지원을 통해 경제적 부담 경감 및 출산장려 분위기 조성.","복지문화, 예술인지원",연 1회 깡충깡충 성장양육지원금(관악사랑상품권) 30만 원 지원.,관악구청 여성가족과,관악구청 여성가족과,,,,,,관악구,"None, None, None",온라인 신청은 정부 24(www.gov.kr) 접속(공동인증서 본인인증). 방문 신청은 대상영유아의 주민등록 주소지 동 주민센터(신분증 지참).,,,,,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/320000000299?administOrgCd=,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/320000000299?administOrgCd=,https://www.gwanak.go.kr/site/gwanak/ex/bbs/View.do?cbIdx=239&bcIdx=166471&parentSeq=166471,N,,2024-11-05 15:39:00
682d40332cc7e70652e07236,20241105005400200010,2024년 개방형 지식 나눔 프로그램 '그래도 살아야 하는 인생' 참여자 모집.,,"다양한 세대의 지역주민들이 인문학 강의를 통해 기존에 가지고 있었던 사고를 전환할 수 있는 기회와, 사회 속 관계 개선의 해결 방안을 제시하여 성장할 수 있는 기반 마련의 시간 제공.","참여권리, 청년국제교류","행사명은 2024년 개방형 지식 나눔 프로그램 '그래도 살아야 하는 인생'. 일시는 2024.11.24.(토)부터 12.7.(토) / 매주 토요일 오후 2시, 3회 강연(복수 참여 가능). 장소는 종로노인종합복지관 내 '종로마루홀'. 대상은 교육 참여를 원하는 누구나. 내용은 관계 심리학 관련 저자 특강. 1회는 최효주 작가('그래도 사는 동안 덜 괴롭고 싶다면' 저자). 2회는 장재열 작가('마이크로리츄얼' 저자). 3회는 강호걸 작가('만화로 보는 심리법칙' 저자).",종로노인종합복지관,종로노인종합복지관,,,,,,종로구,"기간, 2024-10-23, 2024-12-07",네이버폼 URL 접속 신청.,,"사전 안내사항을 읽고 작성해주시기 바랍니다. 접수 후, 평일기준 1일 이내 확정 답장을 보내드립니다. 답장을 받으신 분들만 참여 가능합니다. 선착순 접수이기 때문에 노쇼(NO-SHOW)의 경우, 다른 분들에게 교육 참여의 기회가 주어지지 못하게 됩니다. 접수 후 부득이 미참여하게 되실 경우, 주최측에 꼭 연락을 주시기 바랍니다. 노쇼(NO-SHOW)의 경우, 추후 주최측의 프로그램 참여 제한 등의 불이익이 있을 수 있습니다. 원활한 교육 운영을 위해 당일 10분전까지 착석해주시기 바랍니다.",,,https://form.naver.com/response/oEIWwsrrBfFJXhST5E6cYA,https://blog.naver.com/PostView.naver?blogId=jongno0401&logNo=223630542202,,N,,2024-11-05 17:09:00
682d40332cc7e70652e07237,20241105005400200004,2024-2025절기 서울 종로구 코로나19 무료 예방접종.,,2024-2025절기 서울 종로구 코로나19 무료 예방접종.,"복지문화, 예술인지원",대 상. 만65세 이상 어르신. 생후6개월 이상 면역저하자. 감염취약시설 입원입소자. 일 시는 2024.10.11.(금)부터 2025.4.30.(수). 내 용은 현재 변이에 맞춘 JN.1 단가백신 무료 접종. 만65세 이상 어르신은 인플루엔자. 코로나19 백신 동시접종 권고. 횟 수는 과거 접종력과 상관없이 1회 접종. 12세 미만은 접종 횟수 상이함. 장 소는 전국 코로나19 위탁의료기관 ☞ 예방접종도우미 사이트(예방접종도우미 (kdca.go.kr)) 조회 가능.,종로구보건소 예방접종실,종로구보건소 예방접종실,,,,,,종로구,"기간, 2024-10-11, 2025-04-30",코로나19 위탁의료기관 방문 접종.,,,,,,https://www.jongno.go.kr/health/bbs/selectBoardArticle.do?bbsId=BBSMSTR_000000000548&menuNo=110521&menuId=110521&nttId=4636,,N,,2024-11-05 17:09:00
682d40332cc7e70652e07238,20241105005400200008,정보주체 권리행사 서비스.,,정보주체 권리행사 서비스.,"참여권리, 청년국제교류",본인확인 내역 조회는 본인확인(인증) 내역 한눈에 확인. 웹사이트 회원 탈퇴는 불필요하게 보관된 개인정보 파기. 개인정보 열람 등 신청은 내 개인정보에 대한 결정권 직접 행사.,개인정보보호위원회,한국인터넷진흥원,,,,,,,"None, None, None",사이트에서 신청.,,,,,https://www.privacy.go.kr/front/contents/cntntsView.do?contsNo=196,,,N,,2024-11-05 17:10:00
682d40332cc7e70652e07239,20241105005400200007,지우개 (잊힐 권리) 서비스.,,지우개는 지켜야할 우리들의 개인정보를 말해요. 지우개(잊힐 권리) 서비스는 아동청소년 시기에 작성한 게시물 중 개인정보가 포함되어 있는 게시물에 대해 삭제되도록 하거나 다른 사람이 검색하지 못하도록 도와주어 우리들의 소중한 개인정보를 지켜주는 서비스입니다.,"참여권리, 청년국제교류","게시물이 더 이상 보이지 않게 해드려요. 게시물이 올라가 있는 게시판 관리자에게 게시물을 삭제하거나, 삭제된 것처럼 보이지 않게 해달라고 (블라인드) 요청할 거예요. 게시물이 검색되지 않게 해드려요. 게시물 블라인드 처리는 했지만, 검색 포털의 검색결과에 계속해서 노출되거나, 게시판 운영 사업자의 폐업 등으로 삭제가 어려운 경우 더 이상 검색결과에 나타나지 않게 해달라고 요청해드려요. 필요한 상담을 해드려요. 내가 쓴 글은 아니지만 다른 사람이 작성한 게시물에 나의 개인정보가 포함되어 있어 사생활 침해나 명예훼손이 우려되는 경우, 불법촬영물 등이 올라와 있는 경우에 어떻게 조치하면 좋을지 자세히 안내해드릴게요.",개인정보보호위원회,한국인터넷진흥원,0,30,,,,,"None, None, None",사이트에서 신청.,,전화 상담 운영 시간은 평일 09시 00분부터 18시 00분까지.,,,https://www.privacy.go.kr/front/contents/cntntsView.do?contsNo=260#section7,,,N,,2024-11-05 17:12:00
682d40332cc7e70652e0723a,20241104005400200007,2024년 용산구 평생학습축제 개최(일시는 11. (화) 11시 00분부터 17시 00분까지).,,2024년 용산구 평생학습 축제 개최.,"교육, 미래역량강화, 온라인교육","[2024년 용산구 평생학습 축제 개최 (배움으로 떠나는 여행)]. 일 시는 2024. 11. 12. (화)11시 00분부터 17시 00분까지. 장 소는 용산아트홀 소극장 및 전시장. 대 상은 용산구민 및 평생교육 관계자 등. 내 용. 2024년 용산구 평생학습축제 기념식 (14:00부터 ). 평생학습 체험부스 운영(11시 00분부터 16시 00분까지 ). * 나만의 캘리그래피 작품 만들기. * 그림책으로 함께 느리고 소통해요. * 미니 토피어리 만들기. * 꽃누르미(압화) 손거울. * 라이브 캐리커처. * 나만의 핸드메이드 가죽팔찌. 체험 신청은 용산교육토탈 선착순 접수( 2024. 10. 25.부터 ) 체험료 1,000원 현장납부. 평생학습 작품 전시회는 평생학습 우수프로그램, 성인문해교육 운영 기관, 동네배움터 운영기관, 우수학습동아리, 평생학습 수강생 등. 명사특강은 느리게 나이드는 습관(노년내과 정희원 교수).",용산구청 교육지원과,용산구청 교육지원과,,,,,,용산구,"기간, 2024-10-14, 2024-11-12","체험 신청은 용산교육토탈 선착순 접수( 2024. 10. 25.부터 ) 체험료 1,000원 현장납부.",,,,,https://yedu.yongsan.go.kr/site/edtotal/lesson/userlist.do?sitecdv=S0000500&menucdv=02020000&decorator=user27EdTotal,https://yedu.yongsan.go.kr/pms/board/detail.do?boardidn=1024&decorator=user27EdTotal&menucdv=04010000&boardseqn=1093&sitecdv=S0000500&mode=detail1&budget=03&currentPage=0,,N,,2024-11-05 17:13:00
682d40332cc7e70652e0723b,20241104005400200015,[서울광역청년센터X하나증권] 하나부터 열까지(건강검진 지원사업 및 금융교육) 참여자 추가 모집.,,"서울광역청년센터가 하나증권과 함께 미취업, 고립, 은둔 청년의 도약을 위해 다양한 활동을 지원.","복지문화, 예술인지원","프로그램. 건강검진. 일정은 11월 중 기간 내 개별 예약. 장소는 한국건강관리협회 건강증진의원 강서/서울동부지부/송파. 예약 방법은 가이드북(알림의 ‘발행물 메뉴에서 확인 가능) 참고. 금융교육. 일정은 (1) 11/11(월) 19-20시, (2) 12/11(월) 19-20시. 장소는 서울청년센터 동대문. 내용은 국내외 이슈 및 경제 상식. 강사는 하나증권 해외영업실 과장’에서 확인할 수 있습니다.",서울광역청년센터 대외협력팀,서울광역청년센터 대외협력팀,19,39,,,,,"기간, 2024-10-28, 2024-11-05",서울광역청년센터 공고 글 내 접수하기 버튼 클릭.,,는 서울광역청년센터 대외협력팀 02-6358-0613 / dahyeong@smyc.kr. 서울광역청년센터 공고 글 내 카드뉴스 내용과 신청서식을 꼼꼼히 읽고 신청.,,,https://www.smyc.kr/program/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=123761721&t=board&category=l84wZWM8xn,https://www.smyc.kr/program/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=123761721&t=board&category=l84wZWM8xn,,N,,2024-11-04 15:40:00
682d40332cc7e70652e0723c,20241104005400200010,송파 청년아티스트센터 제2기 입주작가 모집.,,"송파구에서는 송파지역 청년 예술인들의 안정적인 작품활동 지원을 위하여 청년아티스트센터 예술가 레지던시를 운영합니다. 송파지역에서 문화예술로 주민들과 함께하며 지역문화를 일구어 나갈 청년 예술가분들을 모집하오니, 많은 관심과 참여 바랍니다.","복지문화, 예술인지원",모집분야는 시각예술 전 분야에서 활동 중인 예술가 개인(팀). 활동시간은 월 13일 이상 상주하며 월80시간 출석 필요. 입주작가 지원사항은 개인 창작공방. 공동 창작공간. 창작지원 프로그램.,송파구청,송파구청 문화예술과,19,39,,,,송파구,"기간, 2024-10-23, 2024-11-18",,1) 서류심사 합격자 발표는 ’24. 22.(금) 예정. 2) 인터뷰심사는 ’24. 27.(수)부터 29.(금) 중 예정. 최종 합격자 발표는 ’24. 6.(금) (예정).,,,,,https://www.songpa.go.kr/www/selectBbsNttView.do?bbsNo=92&nttNo=19261325&&pageUnit=10&key=2775&pageIndex=1,,N,,2024-11-04 15:44:00
682d40332cc7e70652e0723d,20241104005400200006,서울시 청년인생설계학교 스타터코스의 ‘신청 안내’에서 확인할 수 있습니다.,,인생전환기 청년들의 주체적인 진로 탐색을 위한 프로그램을 진행합니다.,"교육, 미래역량강화, 온라인교육","▽ 진행내용. 자기이해를 바탕으로 한 나만의 인생스토리북 작성. 활동지(4단 양면 리플릿)에 다양한 스티커를 사용하여 과거와 미래와 관한 내용 작성. 1회차는 나의 학교밖여정 (앞면) 청소년기 경험 회고, 나만의 인생 자원 찾기. 2회차는 2030 인생키워드 정리 (뒷면) 청년기 키워드별 목표 및 계획 수립, 나의 프로필. ▽ 진행일시. [종로반] 2024. 11. 28.(목)부터 29.(금), 이틀간 2시간씩 진행. [성동반] 2024. 12. 2.(월)부터 3.(화), 이틀간 2시간씩 진행. ▽ 진행장소. [종로반] 서촌AULA스페이스는 종로구 자하문로 12길 10-8 (경복궁역). [성동] 세이버앤페이퍼는 성동구 성수일로 28 (서울숲역, 뚝섬역).",서울시 미래청년기획관,서울시 미래청년기획관,18,24,,,,,"기간, 2024-11-05, 2024-11-19",온라인 신청 (청년몽땅정보통). 신청 시작일에 페이지 오픈. https://youth.seoul.go.kr/infoData/sprtInfo/view.do?sprtInfoId=57078&key=2309130006&pageIndex=1&orderBy=regYmd+desc&recordCountPerPage=8&sc_ctgry=&sw=&viewType=on&sc_aplyPrdEndYmdUseYn=&cntrLa=37.566761128870546&cntrLo=126.97862963872868&neLat=37.566761128870546&neLng=126.97862963872868&swLat=37.566761128870546&swLng=126.97862963872868&mapLvl=6&sarea=.,선정발표일자. 2024. 11. 22.(금) 17:00.,,,,,,,N,20,2024-11-04 15:44:00
682d40332cc7e70652e0723e,20241104005400200018,2024년 청년인생설계학교 스타터코스 참여자 모집.,,인생전환기 청년들의 주체적인 진로 탐색을 지원.,"권익보호, 참여권리","다채롭고 행복한 삶은 스타터 코스. 운영 개요는 예비청년의 주체적인 청년기 이행을 돕기 위한 코스. 운영 방법은 퍼실리테이터 겸 사람책(학교밖有경험 청년)이 함께하는 모둠활동. 지원 내용은 인생 스토리북 제작을 통한 자기긍정 및 미래설계 기회 제공. 장소 및 일정. (종로) 서촌AULA스페이스 / 11. (목), 29.(금) 16시 00분부터 18시 00분까지 / 10명. (성동) 세이버앤페이퍼 / 12. (월), 3(화) 16시 00분부터 18시 00분까지 / 10명.",서울특별시청 청년정책담당관,청년인생설계학교 운영사무국,18,24,,,,,"기간, 2024-11-05, 2024-11-19",청년몽땅정보통에서 온라인 신청.,"① 신청서 서류(문항) 심사 적격자를 대상으로. ② 전화 인터뷰 진행. (문항 검토) 무성의한 신청서 문항 부적격 처리. 예) 완성된 문장이 아닌 단어 나열식 단답, 신청 코스의 취지에 적절하지 않은 내용 등 - (전화인터뷰) 참여동기 및 의지, 의사소통능력 등 확인, 불참의사표시 및 불응답시 미선정. 결과발표는 11. (금) 17:00 청년몽땅정보통에 공지 및 개별안내.","본인이 작성제출한 정보가 부정확하거나 확인이 불가능한 경우, 참여에 제한이 있을 수 있으니 신청서를 정확하게 제출하여 주시기 바랍니다. 선정 확정 이후에 사업 참여 포기를 원하실 경우 반드시 청년인생설계학교 운영 사무국 ☎ 010-5695-3056으로 전화 또는 문자 주시기 바랍니다. 전 과정은 무료로 진행됩니다.",,,https://youth.seoul.go.kr/youthConts.do?key=2310200020&sc_pbancSeCd=013&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200012&sc_qnaCtgryCd=&sc_faqCtgryCd=008,https://youth.seoul.go.kr/bbs/view.do?key=2303300002&pstSn=2410300001&sc_bbsCtgrySn=2304110001,,N,20,2024-11-04 15:59:00
682d40332cc7e70652e0723f,20241031005400200003,2024년 제3차 강남구 신혼부부 및 청년 전월세 대출이자 지원사업.,대출,서울특별시 강남구에서 신혼부부 및 청년의 주거 안정화를 위한. 신혼부부 및 청년 전월세 대출이자 지원사업계획을 다음과 같이 공고합니다.,"거주지, 주거, 주택","❍ 지원내용. 신혼부부는 대출금 1억 5천만원 범위에서. 대출금의 전세 1% 이내, 월세 1% 이내 (가구 당 최대 연 150만 원 이. 내). 청 년은 대출금 1억원 범위에서. 대출금의 전세 1% 이내, 월세 1% 이내(가구 당 최대 연 100만 원 이. 내). ❍ 지원횟수는 연 1회, 최대 가구 당 3년 지원. 신규지원자 우선 선정 후 연장지원자 선정. 기 지원가구도 매년 신청하여 선정되어야 지원가능.",강남구청,강남구 주택과 공동주택관리팀,19,39,,,,강남구,"기간, 2024-10-14, 2024-11-22","❍ 신 청 인은 신혼부부 중 세대주, 청년은 본인. 신청서 제출은 대리인 가능. ❍ 신청기간은 2024. 10. 14.부터 2024. 11. 22. 월부터 금요일 09시 00분부터 18시 00분까지 (공휴일 제외). ❍ 신청방법은 강남구청 제1별관 1층 주택과(공동주택관리팀)방문 접. 4 -. 수, 우편접수 가능 주소) 강남구 학동로 426 제1별관 주택과. 우편접수 시 신청기간 내에 도착한 신청서만 유효.","❍ 지급방식은 신청인의 명의 계좌 입금. 대출 기간이 2024년 1년(12개월)이 되지 않을 경우 기 납부한 대출이자. 또는 향후 납부 할 대출이자 기준으로 지원금 지급(월단위로 환산). ❍ 지 급 일은 2024. 12월 중. 지원대상 예산범위 내 신규지원자 우선 지원하며, 연장 신청자 초과 접수될. 경우 가점배점표를 통해 지원결정.",,,"❍ 기초생활보장수급자(생계 ․ 의료․ 주거급여 수급자). ❍ 공공임대주택(국민임대주택 ․ 영구임대주택 ․ 장기전세주택 ․ 행복주. 택 ․ 매입임대주택 ․ 전세임대주택 등)거주자. ❍ 주택도시기금 등을 통해 전세자금 대출 받은 사람(버팀목대출 등). ❍ 불법건축물에 거주하는 사람. ❍ 서울시 신혼부부 청년 전월세 대출이자 지원을 받은 사람 등 타 지. 자체 유사 지원사업 수혜 가구. ❍ 금융권의 대출 용도가 ‘신용 ․ 일반대출 용도’인 사람. ❍ 그 밖에 선정기준에 부적합 사람(분양권이 있는 사람, 주택소유자 등).",,https://www.gangnam.go.kr/board/cardnews/1110/view.do?mid=ID01_0306,https://www.gangnam.go.kr/notice/view.do?not_ancmt_mgt_no=55746&mid=ID05_040201,N,,2024-10-31 18:40:00
682d40342cc7e70652e07240,20241031005400200012,기상청 제17기 국민정책기자단 모집 공고.,,"기상청은 실생활에서 체감하는 정책 및 기상･기후 이슈에 대해 알리는 국민과 정부 간 소통 메신저로 활동할 기상청 제17기 국민정책자단을 모집하오니, 관심있는 분들의 많은 참여 바랍니다.","권익보호, 참여권리","(활동기간) 2025년 1월부터 11월(약 11개월). (활동혜택). 원고료 등 활동비 지급. 기상청 정책현장 탐방 및 기상청 관련 행사 참여 기회 제공. 기자단 명함 발급 및 기자단 활동 증서 제공. 활동 종료 후 수료증 발급 및 우수기자 포상. ① 텍스트 기자는 글과 사진으로 이루어진 네이버 블로그용 콘텐츠 제작. 월 1회 이상(최대 월 2회). 건당 한글 기준 2,000자 이상. ② 영상 기자는 SNS 전용 영상 콘텐츠 제작. 월 1회(최대 월 2회).",기상청,기상청,,,,,,,"기간, 2024-11-04, 2024-11-21",전자우편으로 접수(kma_131@ naver.com).,(발표일) 2024. 12. 19.(목) 예정. (발표방법) 기상청 홈페이지 및 기상청 SNS 발표/개별통보.,,기상과 기후에 관심이 많은 대학(원)생과 일반인.,,,https://www.kma.go.kr/kma/news/notice.jsp?mode=view&num=1193528,,N,15,2024-10-31 18:48:00
682d40342cc7e70652e07241,20241031005400200011,구민활력을 높이는 도봉 아이디어 공모 안내.,,도봉구에서는 구민활력을 촉진하는 아이디어를 발굴하기 위해 구민활력을 높이는 도봉 아이디어 공모를. 다음과 같이 개최하오니 뛰어나고 참신한 아이디어를 가진 분들의 많은 참여바랍니다.,"권익보호, 참여권리","주 제는 구민활력을 높이는 아이디어 3개 분야. 임신출산. 출산환경 개선은 출산을 고려하는 가정의 경제,심리적 부담경감 방안. 건강관리 지원은 임신 전후 신체,정신 건강관리를 위한 지원 방안. 인프라 개선은 임산부,신생아를 위한 환경조성 및 시스템 구축 방안. 아동양육. 유연한 보육 시스템은 다양한 가정형태에 적합한 맞춤서비스 제공 방안. 경제적 지원 확대는 아동 양육의 재정 부담완화를 위한 지원정책 방안. 양육환경 개선은 아동의 건강한 성장을 위한 돌봄 및 교육환경 조성방안. 주거환경. 기존 주거지 활용제고는 주택 리모델링 등 공간 활용도 개선유도 방안. 주거환경 개선은 주거 만족도 향상을 위한 주변 환경개선 방안. 노후지역 개발 활성화는 노후 주거지역의 재건축,재개발 활성화 방안. 시상내역. 금상은 300만원 /은상: 200만원 / 동상: 100만원 / 장려상: 50만원 / 노력제안: 30만원. 시상등급에 해당하는 제안이 없는 경우 시상하지 않을 수 있음.",도봉구청,도봉구청 기획예산과,,,,,,도봉구,"기간, 2024-10-21, 2024-11-06","참여방법은 공모 제안서 및 개인정보 수집.이용 및 제공 동의서 제출 [붙임 2] 서식. 제출방법(등기우편, 방문접수, 전자메일). 등기우편 및 방문접수는 서울시 도봉구 마들로 656, 도봉구청 5층 기획예산과 (수신: 제안제도 담당). 전자메일은 tv0916@dobong.go.kr.","결과발표는 2024년 12월 중(구 홈페이지 공고 및 우수제안 선정자 개별연락). 심사기준은 창의성, 경제성 또는 능률성, 계속성, 적용범위, 노력도.",,,,,https://www.dobong.go.kr/bbs.asp?bmode=D&pcode=12730879&code=10008769,,N,,2024-10-31 18:44:00
682d40342cc7e70652e07242,20241031005400200002,2024년 2차 서초구 신혼부부청년 전월세 보증금 대출이자 지원사업.,대출,서울특별시 서초구에서 신혼부부 및 청년의 높은 주거비용 부담 경감을 위한. 2024년도 2차 전월세 보증금 대출이자 지원사업 계획을 다음과 같이 공고합니다.,"거주지, 주거, 주택","▢ 세부내용. 신혼부부는 대출 잔액의 연 2%이내 (최대 300만원 / 매년) ＊ 신혼부부의 경우 소득수준 및 자녀 수에 따라 차등지급. 청 년은 대출 잔액의 연 2%이내 (최대 100만원 / 매년). 초과 접수될 경우, 가점배점표를 통해 지원결정. ▢ 지원횟수는 연 1회, 가구 당 최대 3년 지원. 신규지원자 우선 선정 후 연장지원자 선정되므로, 기 지원가구도 매년 신청하여 선정되어야 지원가능. ▢ 지급방식은 신청인의 명의 계좌 입금. ▢ 선정통보는 2024. 12월.",서초구청,서초구청 공동주택관리과,19,39,,,,서초구,"기간, 2024-10-21, 2024-11-08","▢ 신 청 인은 신혼부부 중 세대주, 청년은 본인 신청서 제출은 대리인 가능. ▢ 신청장소는 서초구청 공동주택관리과 방문 및 우편 접수. 주소는 서초구 강남대로 221, 양재역환승주차장 505호 공동주택관리과. 우편접수 시, 신청기간 내에 도착한 신청서만 유효.",,,,"▢ 기초생활보장수급자(생계의료주거급여 수급자). ▢ 공공임대주택(국민임대영구임대장기전세매입임대전세임대행복주택 등). 거주자. ▢ 주택도시기금 등을 통해 전세자금 대출을 받은 사람(버팀목 대출 등). ▢ 불법 건축물에 거주하는 사람. ▢ 서울시 신혼부부 청년 전월세 대출이자 지원을 받은 사람 등 타 지자체. 유사 지원 사업 수혜 가구. ▢ 금융권의 대출 용도가 ‘신용일반대출 용도’인 사람. ▢ 그 밖에 선정기준에 부적합한 사람(분양권이 있는 사람, 주택소유자 등).",,https://www.seocho.go.kr/site/seocho/ex/bbs/View.do?cbIdx=57&bcIdx=394080,,N,,2024-10-31 18:42:00
682d40342cc7e70652e07243,20241031005400200007,동작구청 2024 생생국가유산 동작구 에코 역사탐방의 ‘참가자 모집 안내’에서 확인할 수 있습니다.,,문화관광해설사와 함께 충효길을 걸으며. 생생하게 살아 움직이는 역사를 탐방해보세요. 문화관광해설사의 재미있는 설명을 들으며 함께. 충효길을 걷다보면 누구나. 우리 동네 문화유산 전문가가 될 수 있습니다.,"문화활동, 복지문화",■ 장소는 용양봉저정부터 사육신역사공원. ■ 대상은 매회 15명. ■ 프로그램. 문화관광해설사와 충효길 걷기. 이젠 나도 문화유산 전문가 OX 퀴즈대회. 힐링 작은 음악회.,국가유산청,동작문화원,,,,,,동작구,"기간, 2024-09-30, 2024-11-15","은 방문 및 전화, 온라인(포스터 QR접속) 신청.",,,,,https://forms.gle/KKXucnhDYQqLXXQP7,https://blog.naver.com/dongjaksaran/223628500076,,N,,2024-10-31 18:43:00
682d40342cc7e70652e07244,20241031005400200005,서울청년센터 강서 11월 치아미백 무료 지원.,,청년 치아미백. 무료 지원. 만 19부터 39세 청년이라면 누구나.,"문화활동, 복지문화","일자 11월 월부터 금 10시 30분부터 17시 00분까지. (주말X / 선정 시, 개별 연락 후 확정 예정). 장소 에브리치과의원. (강서로 47길 169 웨스트엔드아트센터 5층). 기본검진+ 스켈링+미백치료. 50만원 상당. (1인 1회 지원).",서울청년센터 강서,서울청년센터 강서,19,39,,,,강서구,"기간, 2024-11-01, 2024-12-31",신청방법은 아래의 링크 접속 후 팔로우의 ‘프로필 하단 링크트리 접속. https://www.instagram.com/syc_gangseo/’에서 확인할 수 있습니다.,,"주의 사항. 취소 및 일정 변경의 경우,. 아래의 문의처로 최소 3일 전 꼭. 연락 주세요. 처는 에브리치과 02-2667-2879.",,,https://www.instagram.com/syc_gangseo/,,,N,20,2024-10-31 18:45:00
682d40342cc7e70652e07245,20241030005400200007,도봉구청년창업센터 스타트업을 위한 회계 역량 강화 특강의 ‘참여자 모집’에서 확인할 수 있습니다.,,베테랑 회계사들이 스타트업 경영자에게 알려주는 실전 회계 노하우.,"교육, 미래역량강화, 온라인교육",■ 교 육 명은 [도봉구 청년창업센터] 스타트업을 위한 회계 역량 강화 특강. ■ 참가대상은 19세부터 45세 청년(도봉구민 우선). ■ 교육일시 및 내용. Part 1. 스타트업 회계의 기초(노기팔 회계사)는 11.07.(목) 13:30-16:30. Part 2. 스타트업 셋업과 세무 이야기(임방진 회계사)는 11.14.(목) 13:30-16:30. ■ 교육장소는 도봉구 청년창업센터 교육실.,도봉구 청년창업센터,도봉구 청년창업센터,19,45,,,,도봉구,"기간, 2024-10-28, 2024-11-05",도봉구 청년창업센터 홈페이지 프로그램 공고 확인 - 온라인 신청하기(or QR코드).,■ 최종참가자 안내는 11.06.(수) 개별 문자 안내.,,,,https://docs.google.com/forms/d/e/1FAIpQLSfsr7LhQkJ_R6N9FL9IMEXWR-pAqo8Rt9ZO-3pS9EZ-PbNoWA/viewform,https://dobongstartup.com/program/programview.php?pg_id=78,,N,10,2024-10-30 17:47:00
682d40342cc7e70652e07246,20241030005400200009,2024년 광역 서울사랑상품권.,,‘광역 서울사랑상품권’ 발행으로 소상공인들의 매출 증대를 통해 민생경제를 부양하고 지역 상권 활성화.,"문화활동, 복지문화","‘광역 서울사랑상품권’ 자치구별로 발행. 기존 해당 자치구에서만 쓸 수 있는 상품권과는 달리 모든 자치구에서 사용할 수 있는 것이 특징. 1인당 월 30만 원까지 구매 가능. 보유 한도 100만 원. 구매일로부터 5년 이내 사용할 수 있음. 현금(계좌이체)으로 구매한 경우, 상품권 금액의 60% 이상 사용했다면 잔액 환불 가능.",서울시,서울페이플러스 고객센터,,,,,,,"None, None, None","‘서울페이플러스(서울Pay+)’앱을 ‘구글플레이’, ‘앱스토어’에서 다운. ＊계좌이체 또는 카드 결제를 위한 계좌 등을 미리 등록해 놓으면 상품권 구매시간 단축. ＊‘신한쏠뱅크’, ‘티머니페이’, ‘머니트리’, ‘신한쏠페이’ 앱에서는 사용 불가. ＊ 우체국쇼핑 내 서울시 소상공인 온라인전용관(e서울사랑샵)에서도 가능함.",,,,,,https://seoulpay.shinhancard.com/gcp/us/AUS5900N/AUS5940.shc,https://mediahub.seoul.go.kr/archives/2011263,N,,2024-10-30 15:11:00
682d40342cc7e70652e07247,20241029005400200020,청년베프 대학생청년 참여프로그램 - 나 그리고 모먼트의 ‘참여자 모집’에서 확인할 수 있습니다.,,2024 청년베프 대학생청년 참여프로그램. 나 그리고 모먼트의 ‘참가자를 모집합니다. 모먼트는 우리들이 평소에 잊고 있었던. '나다움을 찾아가는 순간'을 발견합니다. 삶을 살아가는 다양한 방법을 서로 공유하고. 주제별 멘토의 경험과 이야기를 들으면서 나를 탐구합니다.’에서 확인할 수 있습니다.,"권익보호, 참여권리",진행일정은 2024.11.04.(월)부터 2024.12.09.(월). (매주 월요일 19부터 21시 30분 / 총 6회 진행). 진행장소는 청년베프 (서대문구 거북골로 37-10). 참여자 혜택은 80% 이상 정기프로그램 참여시 서대문구청장 수료증 발급.,서울특별시,서울특별시,,,,,,,"기간, 2024-10-16, 2024-10-30",,,,,,https://buly.kr/jY2nRv,,,N,,2024-10-29 14:39:00
